MESS_DATUM,T_aussen_C,Heizlast_kW
2019032622,6.6,732.9789949999999
2019032623,6.2,754.858965
2019032700,5.5,793.1489124999999
2019032701,4.7,836.9088525000001
2019032702,2.7,946.3087025
2019032703,3.2,918.95874
2019032704,3.4,908.0187550000002
2019032705,2.9,913.1287175000001
2019032706,2.7,835.1887025
2019032707,4.1,225.2488075
2019032708,5.7,0.0
2019032709,7.4,0.0
2019032710,8.2,0.0
2019032711,8.7,0.0
2019032712,10.7,0.0
2019032713,10.2,0.0
2019032714,10.7,0.0
2019032715,10.4,0.0
2019032716,10.6,0.0
2019032717,10.3,0.0
2019032718,9.4,513.1792049999999
2019032719,8.6,623.579145
2019032720,7.6,678.27907
2019032721,6.7,727.5090025
2019032722,5.1,815.0288825
2019032723,5.2,809.55889
2019032800,5.2,809.55889
2019032801,4.6,842.378845
2019032802,4.1,869.7288075
2019032803,4.1,869.7288075
2019032804,4.2,864.2588149999999
2019032805,4.3,836.5488225
2019032806,4.4,742.1988299999999
2019032807,5.4,331.97890500000005
2019032808,6.4,0.0
2019032809,7.6,0.0
2019032810,8.4,0.0
2019032811,10.1,0.0
2019032812,12.3,0.0
2019032813,12.8,0.0
2019032814,12.6,0.0
2019032815,12.5,0.0
2019032816,12.2,0.0
2019032817,12.1,232.12940749999999
2019032818,11.6,414.99937
2019032819,10.4,525.11928
2019032820,8.9,607.1691675
2019032821,7.5,683.7490625
2019032822,7.5,683.7490625
2019032823,4.6,842.378845
2019032900,4.7,836.9088525000001
2019032901,2.9,935.3687175000001
2019032902,2.2,973.658665
2019032903,4.1,869.7288075
2019032904,2.6,951.7786949999999
2019032905,1.6,984.2386199999999
2019032906,0.9,533.6485675000001
2019032907,5.2,0.0
2019032908,9.2,0.0
2019032909,12.0,0.0
2019032910,14.1,0.0
2019032911,15.4,0.0
2019032912,16.2,0.0
2019032913,17.1,0.0
2019032914,17.5,0.0
2019032915,18.3,0.0
2019032916,18.0,0.0
2019032917,17.3,0.0
2019032918,15.1,179.14963250000005
2019032919,13.8,339.1395349999999
2019032920,12.5,410.2494375
2019032921,11.3,475.88934749999993
2019032922,10.2,536.0592650000001
2019032923,9.7,563.4092275
2019033000,7.3,694.6890475
2019033001,8.5,629.0491374999999
2019033002,6.1,760.3289575
2019033003,2.6,951.7786949999999
2019033004,4.0,875.1988
2019033005,1.5,989.7086125000001
2019033006,6.6,199.61899499999998
2019033007,7.9,0.0
2019033008,11.0,0.0
2019033009,14.6,0.0
2019033010,16.9,0.0
2019033011,18.2,0.0
2019033012,19.3,0.0
2019033013,19.8,0.0
2019033014,19.7,0.0
2019033015,19.8,0.0
2019033016,19.0,0.0
2019033017,17.7,0.0
2019033018,14.8,195.55961
2019033019,13.6,350.07952
2019033020,10.9,497.7693175
2019033021,10.1,541.5292575000001
2019033022,7.4,689.2190549999999
2019033023,7.5,683.7490625
2019033100,5.5,793.1489124999999
2019033101,4.2,864.2588149999999
2019033102,4.1,869.7288075
2019033103,3.9,880.6687925000001
2019033104,3.3,913.4887475
2019033105,2.9,913.1287175000001
2019033106,2.8,740.83871
2019033107,6.1,604.8089575
2019033108,9.7,185.64922750000002
2019033109,11.9,0.0
2019033110,14.2,0.0
2019033111,15.4,0.0
2019033112,13.3,0.0
2019033113,12.5,0.0
2019033114,13.0,0.0
2019033115,13.6,0.0
2019033116,13.3,0.0
2019033117,12.6,0.0
2019033118,11.1,331.30933250000004
2019033119,9.5,574.3492125
2019033120,8.9,607.1691675
2019033121,8.2,645.459115
2019033122,6.1,760.3289575
2019033123,4.9,825.9688675
2019040100,4.5,847.8488375000001
2019040101,3.0,929.898725
2019040102,3.5,902.5487625
2019040103,2.6,951.7786949999999
2019040104,0.1,1088.5285075
2019040105,0.4,405.47853000000026
2019040106,2.2,0.0
2019040107,4.8,0.0
2019040108,8.0,0.0
2019040109,9.8,0.0
2019040110,11.2,0.0
2019040111,13.0,0.0
2019040112,14.6,0.0
2019040113,15.8,0.0
2019040114,16.4,0.0
2019040115,17.1,0.0
2019040116,17.1,0.0
2019040117,16.3,0.0
2019040118,15.1,0.0
2019040119,13.3,366.4894974999999
2019040120,12.2,426.659415
2019040121,11.0,492.299325
2019040122,10.1,541.5292575000001
2019040123,9.0,601.6991750000001
2019040200,7.8,667.339085
2019040201,7.6,678.27907
2019040202,7.7,672.8090775000001
2019040203,7.1,705.6290325
2019040204,7.4,689.2190549999999
2019040205,7.2,700.15904
2019040206,7.9,595.2290925
2019040207,9.4,24.299204999999958
2019040208,10.5,0.0
2019040209,12.1,0.0
2019040210,12.0,0.0
2019040211,13.6,0.0
2019040212,14.7,0.0
2019040213,15.0,0.0
2019040214,15.0,0.0
2019040215,16.3,0.0
2019040216,15.9,0.0
2019040217,12.8,0.0
2019040218,12.8,0.0
2019040219,11.7,454.0093775000001
2019040220,9.0,601.6991750000001
2019040221,9.2,590.7591900000001
2019040222,10.4,525.11928
2019040223,10.7,508.70930250000004
2019040300,10.3,530.5892725
2019040301,7.9,661.8690925000001
2019040302,8.6,623.579145
2019040303,8.1,650.9291075
2019040304,7.2,700.15904
2019040305,7.2,700.15904
2019040306,6.5,716.2089875
2019040307,6.1,671.4489575
2019040308,6.4,432.79898
2019040309,7.1,0.0
2019040310,7.8,0.0
2019040311,8.6,0.0
2019040312,8.8,0.0
2019040313,9.1,0.0
2019040314,9.4,0.0
2019040315,9.5,0.0
2019040316,7.2,0.0
2019040317,6.8,410.91901
2019040318,6.9,672.0890175
2019040319,6.4,743.91898
2019040320,6.1,760.3289575
2019040321,5.6,787.6789200000001
2019040322,5.3,804.0888974999999
2019040323,5.6,787.6789200000001
2019040400,5.4,798.618905
2019040401,5.1,815.0288825
2019040402,4.8,831.43886
2019040403,4.5,847.8488375000001
2019040404,4.6,842.378845
2019040405,4.5,847.8488375000001
2019040406,4.4,831.0788299999999
2019040407,5.1,703.9088825000001
2019040408,5.6,454.31892000000005
2019040409,5.8,265.6189350000001
2019040410,6.3,16.028972500000034
2019040411,6.6,66.338995
2019040412,6.1,4.808957500000019
2019040413,6.2,0.0
2019040414,6.3,0.0
2019040415,6.6,110.73899499999999
2019040416,6.9,5.449017499999958
2019040417,7.2,277.91904000000005
2019040418,6.3,371.62897250000003
2019040419,5.8,776.7389350000001
2019040420,4.7,836.9088525000001
2019040421,4.3,858.7888225
2019040422,4.7,836.9088525000001
2019040423,3.1,924.4287324999999
2019040500,3.4,908.0187550000002
2019040501,3.9,880.6687925000001
2019040502,3.7,891.6087775
2019040503,3.5,902.5487625
2019040504,3.3,913.4887475
2019040505,3.1,924.4287324999999
2019040506,3.1,902.1887324999999
2019040507,4.8,653.67886
2019040508,5.9,260.14894250000003
2019040509,7.2,0.0
2019040510,7.8,0.0
2019040511,8.5,0.0
2019040512,8.6,0.0
2019040513,8.4,0.0
2019040514,8.7,0.0
2019040515,8.9,296.04916749999995
2019040516,8.7,373.6291525
2019040517,8.5,495.68913749999996
2019040518,8.3,595.5091225000001
2019040519,7.9,661.8690925000001
2019040520,7.7,672.8090775000001
2019040521,7.5,683.7490625
2019040522,7.2,700.15904
2019040523,7.4,689.2190549999999
2019040600,7.3,694.6890475
2019040601,7.5,683.7490625
2019040602,7.3,694.6890475
2019040603,7.0,711.099025
2019040604,6.9,716.5690175
2019040605,7.2,700.15904
2019040606,7.7,650.5690775
2019040607,8.6,423.57914500000004
2019040608,9.2,146.27919000000006
2019040609,10.9,0.0
2019040610,11.8,0.0
2019040611,14.5,0.0
2019040612,16.0,0.0
2019040613,15.8,0.0
2019040614,16.3,0.0
2019040615,16.1,0.0
2019040616,16.0,0.0
2019040617,16.0,0.0
2019040618,14.4,0.0
2019040619,12.5,410.2494375
2019040620,9.8,557.9392349999999
2019040621,9.0,601.6991750000001
2019040622,8.0,656.3991
2019040623,7.0,711.099025
2019040700,6.4,743.91898
2019040701,6.5,738.4489875
2019040702,6.1,760.3289575
2019040703,6.0,765.79895
2019040704,6.4,743.91898
2019040705,5.7,782.2089275
2019040706,5.2,698.43889
2019040707,10.0,0.0
2019040708,13.2,0.0
2019040709,16.4,0.0
2019040710,17.2,0.0
2019040711,18.7,0.0
2019040712,19.1,0.0
2019040713,19.2,0.0
2019040714,20.6,0.0
2019040715,19.2,0.0
2019040716,19.9,0.0
2019040717,19.2,0.0
2019040718,18.0,0.0
2019040719,15.0,273.499625
2019040720,13.9,333.6695425
2019040721,12.2,426.659415
2019040722,11.8,448.5393849999999
2019040723,9.6,568.8792199999999
2019040800,8.9,607.1691675
2019040801,7.1,705.6290325
2019040802,7.7,672.8090775000001
2019040803,6.8,722.03901
2019040804,5.6,787.6789200000001
2019040805,5.4,798.618905
2019040806,5.7,693.3289275
2019040807,9.1,0.0
2019040808,10.4,0.0
2019040809,11.7,0.0
2019040810,12.9,0.0
2019040811,14.9,0.0
2019040812,16.6,0.0
2019040813,17.3,0.0
2019040814,13.5,0.0
2019040815,15.8,0.0
2019040816,14.8,0.0
2019040817,14.3,0.0
2019040818,13.8,50.259534999999914
2019040819,13.1,377.4294825
2019040820,12.8,393.83946
2019040821,12.5,410.2494375
2019040822,11.9,443.0693925
2019040823,11.1,486.8293325
2019040900,10.9,497.7693175
2019040901,10.6,514.179295
2019040902,10.0,546.99925
2019040903,9.2,590.7591900000001
2019040904,8.8,612.6391600000001
2019040905,7.7,672.8090775000001
2019040906,8.5,540.1691374999999
2019040907,9.6,0.0
2019040908,11.6,0.0
2019040909,12.7,0.0
2019040910,14.5,0.0
2019040911,16.9,0.0
2019040912,17.2,0.0
2019040913,18.2,0.0
2019040914,13.5,0.0
2019040915,13.2,0.0
2019040916,13.2,0.0
2019040917,13.2,0.0
2019040918,13.4,0.0
2019040919,13.0,382.899475
2019040920,12.5,410.2494375
2019040921,11.8,448.5393849999999
2019040922,10.8,503.23930999999993
2019040923,11.0,492.299325
2019041000,10.5,519.6492875
2019041001,9.0,601.6991750000001
2019041002,7.4,689.2190549999999
2019041003,5.8,776.7389350000001
2019041004,4.7,836.9088525000001
2019041005,4.1,869.7288075
2019041006,4.3,703.2688225
2019041007,6.1,0.0
2019041008,8.0,0.0
2019041009,9.6,0.0
2019041010,10.8,0.0
2019041011,12.0,0.0
2019041012,13.4,0.0
2019041013,14.2,0.0
2019041014,14.2,0.0
2019041015,14.4,0.0
2019041016,12.8,0.0
2019041017,12.3,0.0
2019041018,10.7,0.0
2019041019,9.0,601.6991750000001
2019041020,7.9,661.8690925000001
2019041021,7.1,705.6290325
2019041022,6.5,738.4489875
2019041023,4.7,836.9088525000001
2019041100,3.0,929.898725
2019041101,1.8,995.538635
2019041102,0.6,1061.178545
2019041103,0.2,1083.0585150000002
2019041104,-1.3,1165.1084025
2019041105,-1.3,1165.1084025
2019041106,-1.1,998.6484175000002
2019041107,5.0,0.0
2019041108,7.0,0.0
2019041109,8.4,0.0
2019041110,8.9,0.0
2019041111,9.7,0.0
2019041112,11.0,0.0
2019041113,11.6,0.0
2019041114,12.1,0.0
2019041115,12.4,0.0
2019041116,11.8,0.0
2019041117,10.6,0.0
2019041118,9.1,0.0
2019041119,7.5,683.7490625
2019041120,6.4,743.91898
2019041121,5.3,804.0888974999999
2019041122,4.7,836.9088525000001
2019041123,2.6,951.7786949999999
2019041200,1.9,990.0686425000001
2019041201,2.6,951.7786949999999
2019041202,1.9,990.0686425000001
2019041203,2.6,951.7786949999999
2019041204,2.7,946.3087025
2019041205,2.9,935.3687175000001
2019041206,3.7,847.1287775
