MESS_DATUM,T_aussen_C,Heizlast_kW
2019101305,15.4,251.61965499999997
2019101306,16.1,191.08970749999992
2019101307,16.4,0.0
2019101308,17.1,0.0
2019101309,16.9,0.0
2019101310,18.3,0.0
2019101311,20.2,0.0
2019101312,23.0,0.0
2019101313,24.3,0.0
2019101314,24.5,0.0
2019101315,24.1,0.0
2019101316,23.5,0.0
2019101317,21.9,0.0
2019101318,21.3,0.0
2019101319,21.3,0.0
2019101320,21.3,0.0
2019101321,20.6,0.0
2019101322,20.9,0.0
2019101323,19.6,21.879969999999926
2019101400,18.4,87.51988000000007
2019101401,16.5,191.4497375
2019101402,16.3,202.38972249999998
2019101403,15.1,268.02963250000005
2019101404,14.2,317.25956500000007
2019101405,14.3,311.78957249999996
2019101406,14.0,283.71954999999997
2019101407,14.4,0.0
2019101408,16.8,0.0
2019101409,18.5,0.0
2019101410,19.3,0.0
2019101411,20.2,0.0
2019101412,22.2,0.0
2019101413,22.2,0.0
2019101414,23.4,0.0
2019101415,23.3,0.0
2019101416,22.2,0.0
2019101417,20.9,0.0
2019101418,20.6,0.0
2019101419,20.0,0.0
2019101420,19.5,27.3499625
2019101421,19.8,10.939984999999963
2019101422,19.7,16.409977500000036
2019101423,19.0,54.699925
2019101500,18.2,98.45986500000004
2019101501,17.1,158.62978249999995
2019101502,16.8,175.03975999999994
2019101503,16.9,169.56976750000007
2019101504,15.4,251.61965499999997
2019101505,15.6,240.67967000000004
2019101506,15.1,223.54963250000006
2019101507,14.1,0.0
2019101508,15.9,0.0
2019101509,17.2,0.0
2019101510,17.8,0.0
2019101511,17.6,0.0
2019101512,18.1,0.0
2019101513,17.7,0.0
2019101514,17.4,0.0
2019101515,16.2,0.0
2019101516,15.5,157.2696625
2019101517,14.8,284.43960999999996
2019101518,14.1,322.7295575
2019101519,13.6,350.07952
2019101520,13.6,350.07952
2019101521,12.7,399.3094525000001
2019101522,12.6,404.779445
2019101523,12.3,421.1894224999999
2019101600,11.9,443.0693925
2019101601,12.2,426.659415
2019101602,12.0,437.5994
2019101603,11.6,459.47937
2019101604,11.8,448.5393849999999
2019101605,11.3,475.88934749999993
2019101606,11.2,481.3593400000001
2019101607,11.3,187.0093474999999
2019101608,11.8,0.0
2019101609,13.0,0.0
2019101610,14.3,0.0
2019101611,14.9,0.0
2019101612,13.4,0.0
2019101613,13.7,0.0
2019101614,13.6,0.0
2019101615,14.1,0.0
2019101616,13.5,133.3095125
2019101617,13.6,327.83952
2019101618,13.4,361.019505
2019101619,14.0,328.19955
2019101620,13.9,333.6695425
2019101621,13.8,339.1395349999999
2019101622,13.2,371.9594900000001
2019101623,13.0,382.899475
2019101700,13.1,377.4294825
2019101701,13.4,361.019505
2019101702,13.6,350.07952
2019101703,13.5,355.5495125
2019101704,13.5,355.5495125
2019101705,14.0,328.19955
2019101706,14.2,317.25956500000007
2019101707,14.7,201.02960250000004
2019101708,15.8,7.499684999999968
2019101709,16.5,0.0
2019101710,17.6,0.0
2019101711,16.5,0.0
2019101712,14.7,0.0
2019101713,15.0,0.0
2019101714,16.1,0.0
2019101715,16.3,0.0
2019101716,14.4,0.0
2019101717,14.2,295.01956500000006
2019101718,14.1,322.7295575
2019101719,14.1,322.7295575
2019101720,13.8,339.1395349999999
2019101721,12.8,393.83946
2019101722,13.8,339.1395349999999
2019101723,13.0,382.899475
2019101800,12.1,432.12940749999996
2019101801,12.3,421.1894224999999
2019101802,12.5,410.2494375
2019101803,12.7,399.3094525000001
2019101804,12.9,388.36946750000004
2019101805,14.0,328.19955
2019101806,13.7,322.36952750000006
2019101807,13.9,67.02954249999998
2019101808,14.8,0.0
2019101809,15.8,0.0
2019101810,16.0,0.0
2019101811,10.5,0.0
2019101812,12.3,0.0
2019101813,13.9,0.0
2019101814,14.7,0.0
2019101815,14.7,0.0
2019101816,14.4,0.0
2019101817,10.9,475.5293175
2019101818,11.3,475.88934749999993
2019101819,10.5,519.6492875
2019101820,9.9,552.4692425
2019101821,10.0,546.99925
2019101822,10.6,514.179295
2019101823,10.6,514.179295
2019101900,10.3,530.5892725
2019101901,10.3,530.5892725
2019101902,10.4,525.11928
2019101903,10.8,503.23930999999993
2019101904,11.6,459.47937
2019101905,11.5,464.9493625
2019101906,11.5,442.7093625
2019101907,11.8,204.05938499999996
2019101908,12.2,0.0
2019101909,13.5,0.0
2019101910,13.8,0.0
2019101911,14.6,0.0
2019101912,15.2,0.0
2019101913,14.2,0.0
2019101914,13.8,0.0
2019101915,13.4,138.779505
2019101916,13.0,271.779475
2019101917,12.5,410.2494375
2019101918,12.7,399.3094525000001
2019101919,12.4,415.71943
2019101920,12.7,399.3094525000001
2019101921,12.7,399.3094525000001
2019101922,12.2,426.659415
2019101923,12.6,404.779445
2019102000,11.9,443.0693925
2019102001,11.6,459.47937
2019102002,11.4,470.419355
2019102003,11.3,475.88934749999993
2019102004,11.4,470.419355
2019102005,11.3,475.88934749999993
2019102006,11.2,459.1193400000001
2019102007,11.4,359.299355
2019102008,11.8,48.53938499999995
2019102009,12.2,0.0
2019102010,12.5,121.3694375
2019102011,13.1,0.0
2019102012,13.4,72.139505
2019102013,13.7,166.84952750000008
2019102014,13.9,200.30954249999996
2019102015,13.6,283.43952
2019102016,13.5,333.30951250000004
2019102017,13.3,366.4894974999999
2019102018,12.9,388.36946750000004
2019102019,12.4,415.71943
2019102020,12.5,410.2494375
2019102021,12.5,410.2494375
2019102022,12.5,410.2494375
2019102023,12.4,415.71943
2019102100,12.3,421.1894224999999
2019102101,13.0,382.899475
2019102102,11.7,454.0093775000001
2019102103,11.9,443.0693925
2019102104,12.6,404.779445
2019102105,13.9,333.6695425
2019102106,14.3,289.54957249999995
2019102107,14.6,162.019595
2019102108,15.0,0.0
2019102109,16.4,0.0
2019102110,17.4,0.0
2019102111,17.3,0.0
2019102112,16.7,0.0
2019102113,16.8,0.0
2019102114,15.2,0.0
2019102115,15.6,0.0
2019102116,13.9,44.78954249999998
2019102117,11.8,426.299385
2019102118,12.0,437.5994
2019102119,11.7,454.0093775000001
2019102120,11.7,454.0093775000001
2019102121,12.2,426.659415
2019102122,11.1,486.8293325
2019102123,10.7,508.70930250000004
2019102200,9.8,557.9392349999999
2019102201,8.9,607.1691675
2019102202,9.2,590.7591900000001
2019102203,8.7,618.1091524999999
2019102204,9.0,601.6991750000001
2019102205,10.0,546.99925
2019102206,9.3,585.2891974999999
2019102207,9.5,507.70921250000004
2019102208,9.7,207.88922750000003
2019102209,10.5,53.00928749999998
2019102210,11.2,0.0
2019102211,12.4,0.0
2019102212,14.0,0.0
2019102213,14.6,0.0
2019102214,14.7,0.0
2019102215,14.8,0.0
2019102216,13.3,33.12949749999994
2019102217,11.0,470.059325
2019102218,11.0,492.299325
2019102219,10.6,514.179295
2019102220,10.8,503.23930999999993
2019102221,10.0,546.99925
2019102222,10.0,546.99925
2019102223,10.0,546.99925
2019102300,9.0,601.6991750000001
2019102301,8.7,618.1091524999999
2019102302,8.8,612.6391600000001
2019102303,9.0,601.6991750000001
2019102304,9.1,596.2291825
2019102305,8.4,634.51913
2019102306,7.9,639.6290925000001
2019102307,8.5,273.52913749999993
2019102308,11.2,0.0
2019102309,13.1,0.0
2019102310,14.8,0.0
2019102311,15.3,0.0
2019102312,15.4,0.0
2019102313,15.9,0.0
2019102314,15.7,0.0
2019102315,14.3,0.0
2019102316,14.3,0.669572499999951
2019102317,13.7,322.36952750000006
2019102318,13.1,377.4294825
2019102319,13.3,366.4894974999999
2019102320,13.8,339.1395349999999
2019102321,13.7,344.60952750000007
2019102322,13.6,350.07952
2019102323,12.7,399.3094525000001
2019102400,11.7,454.0093775000001
2019102401,12.5,410.2494375
2019102402,12.0,437.5994
2019102403,12.3,421.1894224999999
2019102404,12.2,426.659415
2019102405,12.0,437.5994
2019102406,12.4,415.71943
2019102407,12.6,93.659445
2019102408,13.3,0.0
2019102409,14.3,0.0
2019102410,16.1,0.0
2019102411,17.6,0.0
2019102412,19.7,0.0
2019102413,19.1,0.0
2019102414,19.8,0.0
2019102415,19.5,0.0
2019102416,18.2,0.0
2019102417,16.2,207.85971500000002
2019102418,15.5,246.1496625
2019102419,13.9,333.6695425
2019102420,14.4,306.31958000000003
2019102421,13.9,333.6695425
2019102422,13.2,371.9594900000001
2019102423,13.4,361.019505
2019102500,14.8,284.43960999999996
2019102501,14.3,311.78957249999996
2019102502,13.9,333.6695425
2019102503,14.4,306.31958000000003
2019102504,13.8,339.1395349999999
2019102505,13.0,382.899475
2019102506,12.8,393.83946
2019102507,12.4,193.47942999999998
2019102508,13.3,0.0
2019102509,14.8,0.0
2019102510,15.3,0.0
2019102511,16.0,0.0
2019102512,16.5,0.0
2019102513,17.2,0.0
2019102514,17.1,0.0
2019102515,16.6,0.0
2019102516,15.1,0.0
2019102517,13.0,382.899475
2019102518,12.1,432.12940749999996
2019102519,12.9,388.36946750000004
2019102520,11.5,464.9493625
2019102521,13.0,382.899475
2019102522,12.0,437.5994
2019102523,13.0,382.899475
2019102600,14.1,322.7295575
2019102601,13.6,350.07952
2019102602,13.9,333.6695425
2019102603,13.4,361.019505
2019102604,12.8,393.83946
2019102605,13.0,382.899475
2019102606,13.0,382.899475
2019102607,12.5,165.7694375
2019102608,13.2,0.0
2019102609,14.3,0.0
2019102610,15.7,0.0
2019102611,17.4,0.0
2019102612,19.2,0.0
2019102613,20.1,0.0
2019102614,20.3,0.0
2019102615,18.5,0.0
2019102616,16.0,0.0
2019102617,14.8,284.43960999999996
2019102618,16.5,191.4497375
2019102619,13.7,344.60952750000007
2019102620,15.1,268.02963250000005
2019102621,14.3,311.78957249999996
2019102622,15.4,251.61965499999997
2019102623,15.8,229.73968499999998
2019102700,16.1,213.32970749999993
2019102701,17.0,164.099775
2019102702,16.9,169.56976750000007
2019102703,16.4,196.91973000000007
2019102704,14.7,289.90960250000006
2019102705,12.9,388.36946750000004
2019102706,10.8,503.23930999999993
2019102707,9.2,524.1191900000001
2019102708,9.0,357.21917500000006
2019102709,9.6,0.0
2019102710,10.0,0.0
2019102711,10.1,0.0
2019102712,10.2,0.0
2019102713,10.4,0.0
2019102714,10.5,0.0
2019102715,10.4,0.0
2019102716,9.6,302.23922
2019102717,7.7,672.8090775000001
2019102718,5.8,776.7389350000001
2019102719,5.1,815.0288825
2019102720,4.4,853.3188299999999
2019102721,4.6,842.378845
2019102722,4.7,836.9088525000001
2019102723,3.8,886.138785
2019102800,3.2,918.95874
2019102801,3.1,924.4287324999999
2019102802,2.6,951.7786949999999
2019102803,2.1,979.1286574999998
2019102804,0.8,1050.23856
2019102805,0.5,1066.6485375000002
2019102806,1.4,1017.4186050000001
2019102807,0.0,827.3585
2019102808,2.2,0.0
2019102809,3.7,0.0
2019102810,4.5,0.0
2019102811,5.5,0.0
2019102812,6.5,0.0
2019102813,7.3,0.0
2019102814,8.0,0.0
2019102815,8.6,0.0
2019102816,7.1,550.1090325
2019102817,6.0,765.79895
2019102818,5.0,820.498875
2019102819,4.6,842.378845
2019102820,5.1,815.0288825
2019102821,5.1,815.0288825
2019102822,5.0,820.498875
2019102823,4.7,836.9088525000001
2019102900,4.8,831.43886
2019102901,4.8,831.43886
2019102902,4.7,836.9088525000001
2019102903,4.7,836.9088525000001
2019102904,4.7,836.9088525000001
2019102905,4.3,858.7888225
2019102906,3.9,880.6687925000001
2019102907,3.7,758.2487775
2019102908,4.8,298.07885999999996
2019102909,5.9,0.0
2019102910,7.2,0.0
2019102911,9.3,0.0
2019102912,10.3,0.0
2019102913,11.0,0.0
2019102914,10.4,0.0
2019102915,9.5,0.0
2019102916,8.3,351.10912250000007
2019102917,7.2,700.15904
2019102918,7.0,711.099025
2019102919,5.8,776.7389350000001
2019102920,4.9,825.9688675
2019102921,4.8,831.43886
2019102922,4.4,853.3188299999999
2019102923,3.9,880.6687925000001
2019103000,3.8,886.138785
2019103001,3.2,918.95874
2019103002,2.4,962.7186800000002
2019103003,1.2,1028.35859
2019103004,1.5,1011.9486125000001
2019103005,-1.0,1148.698425
2019103006,-1.0,1148.698425
2019103007,-2.1,942.2283425000003
2019103008,2.6,0.0
2019103009,6.2,0.0
2019103010,6.8,0.0
2019103011,7.3,0.0
2019103012,8.0,0.0
2019103013,9.1,0.0
2019103014,8.3,0.0
2019103015,7.6,0.0
2019103016,6.5,538.4489875
2019103017,4.4,853.3188299999999
2019103018,3.3,913.4887475
2019103019,3.6,897.0787699999998
2019103020,3.6,897.0787699999998
2019103021,1.1,1033.8285824999998
2019103022,0.7,1055.7085525
2019103023,1.9,990.0686425000001
2019103100,-1.5,1176.0483875
2019103101,1.4,1017.4186050000001
2019103102,0.0,1093.9985
2019103103,-0.2,1104.938485
2019103104,-0.1,1099.4684925000001
2019103105,-1.3,1165.1084025
2019103106,-0.4,1115.8784699999999
2019103107,-0.2,860.4584849999999
2019103108,3.2,0.0
2019103109,5.2,0.0
2019103110,7.3,0.0
2019103111,8.3,0.0
2019103112,9.2,0.0
2019103113,10.9,0.0
2019103114,10.7,0.0
2019103115,9.9,0.0
2019103116,7.8,467.33908499999995
2019103117,6.0,765.79895
2019103118,5.3,804.0888974999999
2019103119,3.8,886.138785
2019103120,3.4,908.0187550000002
2019103121,3.4,908.0187550000002
2019103122,3.3,913.4887475
2019103123,2.8,940.83871
2019110100,1.5,1011.9486125000001
2019110101,2.4,962.7186800000002
2019110102,3.2,918.95874
2019110103,3.8,886.138785
2019110104,4.5,847.8488375000001
2019110105,4.8,831.43886
2019110106,4.3,858.7888225
2019110107,4.2,753.1388149999999
2019110108,4.8,298.07885999999996
2019110109,5.3,0.0
2019110110,6.2,0.0
2019110111,6.8,166.51901
2019110112,7.0,199.97902500000004
2019110113,7.1,216.74903249999997
2019110114,7.8,0.0
2019110115,8.3,328.86912250000006
2019110116,8.9,496.04916749999995
2019110117,9.2,590.7591900000001
2019110118,9.4,579.819205
2019110119,9.9,552.4692425
2019110120,10.2,536.0592650000001
2019110121,10.5,519.6492875
2019110122,10.9,497.7693175
2019110123,11.2,481.3593400000001
2019110200,11.4,470.419355
2019110201,12.3,421.1894224999999
2019110202,12.4,415.71943
2019110203,12.6,404.779445
2019110204,12.6,404.779445
2019110205,12.8,393.83946
2019110206,13.3,366.4894974999999
2019110207,13.9,289.18954249999996
2019110208,14.2,0.0
2019110209,14.1,0.0
2019110210,14.4,0.0
2019110211,15.0,0.0
2019110212,15.8,0.0
2019110213,15.2,0.0
2019110214,15.2,0.0
2019110215,14.7,0.0
2019110216,14.0,194.83954999999995
2019110217,13.7,344.60952750000007
2019110218,13.6,350.07952
2019110219,13.0,382.899475
2019110220,12.9,388.36946750000004
2019110221,12.7,399.3094525000001
2019110222,12.0,437.5994
2019110223,11.5,464.9493625
2019110300,11.4,470.419355
2019110301,11.3,475.88934749999993
2019110302,10.9,497.7693175
2019110303,11.0,492.299325
2019110304,10.7,508.70930250000004
2019110305,10.2,536.0592650000001
2019110306,10.1,541.5292575000001
2019110307,10.8,392.1193099999999
2019110308,11.0,0.0
2019110309,11.8,0.0
2019110310,12.9,0.0
2019110311,13.8,0.0
2019110312,13.9,0.0
2019110313,14.5,0.0
2019110314,14.8,0.0
2019110315,14.4,0.0
2019110316,14.0,261.55955
2019110317,13.6,350.07952
2019110318,12.9,388.36946750000004
2019110319,12.2,426.659415
2019110320,11.6,459.47937
2019110321,11.5,464.9493625
2019110322,11.5,464.9493625
2019110323,11.0,492.299325
2019110400,10.8,503.23930999999993
2019110401,10.3,530.5892725
2019110402,8.9,607.1691675
2019110403,9.7,563.4092275
2019110404,9.5,574.3492125
2019110405,9.7,563.4092275
2019110406,9.5,574.3492125
2019110407,9.6,391.11922
2019110408,10.6,0.0
2019110409,11.1,0.0
2019110410,11.3,0.0
2019110411,11.2,0.0
2019110412,10.3,0.0
2019110413,10.9,0.0
2019110414,10.9,0.0
2019110415,12.4,149.07943
2019110416,11.0,358.93932499999994
2019110417,10.3,530.5892725
2019110418,9.9,552.4692425
2019110419,9.2,590.7591900000001
2019110420,7.9,661.8690925000001
2019110421,8.6,623.579145
2019110422,9.1,596.2291825
2019110423,9.2,590.7591900000001
2019110500,8.9,607.1691675
2019110501,8.5,629.0491374999999
2019110502,8.8,612.6391600000001
2019110503,8.6,623.579145
2019110504,8.5,629.0491374999999
2019110505,8.6,623.579145
2019110506,8.3,639.9891225
2019110507,8.3,595.5091225000001
2019110508,8.4,545.63913
2019110509,10.2,0.0
2019110510,10.4,0.0
2019110511,12.2,0.0
2019110512,11.9,0.0
2019110513,11.9,0.0
2019110514,10.0,0.0
2019110515,9.8,46.819234999999985
2019110516,9.2,479.63919000000004
2019110517,8.7,618.1091524999999
2019110518,8.2,645.459115
2019110519,8.3,639.9891225
2019110520,8.2,645.459115
2019110521,8.1,650.9291075
2019110522,7.6,678.27907
2019110523,7.2,700.15904
2019110600,7.9,661.8690925000001
2019110601,7.8,667.339085
2019110602,7.7,672.8090775000001
2019110603,7.6,678.27907
2019110604,8.1,650.9291075
2019110605,7.9,661.8690925000001
2019110606,7.7,672.8090775000001
2019110607,7.9,639.6290925000001
2019110608,7.9,461.8690925
2019110609,7.9,61.86909250000003
2019110610,8.6,0.0
2019110611,8.9,29.40916749999998
2019110612,9.1,0.0
2019110613,9.4,224.29920499999997
2019110614,9.4,24.299204999999958
2019110615,9.5,285.4692125
2019110616,8.5,540.1691374999999
2019110617,7.8,667.339085
2019110618,7.7,672.8090775000001
2019110619,7.5,683.7490625
2019110620,7.3,694.6890475
2019110621,7.5,683.7490625
2019110622,7.4,689.2190549999999
2019110623,7.3,694.6890475
2019110700,7.3,694.6890475
2019110701,6.9,716.5690175
2019110702,7.2,700.15904
2019110703,7.3,694.6890475
2019110704,7.5,683.7490625
2019110705,7.7,672.8090775000001
2019110706,8.1,650.9291075
2019110707,8.4,567.87913
2019110708,8.6,334.69914500000004
2019110709,9.0,0.0
2019110710,9.6,0.0
2019110711,9.7,0.0
2019110712,9.4,0.0
2019110713,9.6,0.0
2019110714,9.7,0.0
2019110715,9.6,124.39921999999997
2019110716,9.2,524.1191900000001
2019110717,8.8,612.6391600000001
2019110718,6.8,722.03901
2019110719,6.3,749.3889725
2019110720,4.0,875.1988
2019110721,4.8,831.43886
2019110722,5.0,820.498875
2019110723,4.9,825.9688675
2019110800,4.7,836.9088525000001
2019110801,4.6,842.378845
2019110802,4.2,864.2588149999999
2019110803,4.6,842.378845
2019110804,3.6,897.0787699999998
2019110805,3.8,886.138785
2019110806,3.3,913.4887475
2019110807,3.1,479.94873249999995
2019110808,4.2,0.0
2019110809,5.3,0.0
2019110810,6.9,0.0
2019110811,7.8,0.0
2019110812,9.2,0.0
2019110813,9.5,0.0
2019110814,9.9,0.0
2019110815,9.3,0.0
2019110816,7.7,0.0
2019110817,5.7,782.2089275
2019110818,4.9,825.9688675
2019110819,4.7,836.9088525000001
2019110820,3.7,891.6087775
2019110821,3.4,908.0187550000002
2019110822,3.5,902.5487625
2019110823,3.3,913.4887475
2019110900,2.5,957.2486875
2019110901,3.5,902.5487625
2019110902,3.3,913.4887475
2019110903,3.6,897.0787699999998
2019110904,3.0,929.898725
2019110905,3.1,924.4287324999999
2019110906,3.4,908.0187550000002
2019110907,4.1,425.2488075
2019110908,4.4,0.0
2019110909,5.3,0.0
2019110910,6.5,0.0
2019110911,7.3,0.0
2019110912,7.6,0.0
2019110913,6.7,0.0
2019110914,7.5,0.0
2019110915,8.2,0.0
2019110916,6.7,60.869002499999944
2019110917,4.2,864.2588149999999
2019110918,2.8,940.83871
2019110919,4.1,869.7288075
2019110920,4.1,869.7288075
2019110921,3.1,924.4287324999999
2019110922,2.5,957.2486875
2019110923,2.2,973.658665
2019111000,1.9,990.0686425000001
2019111001,1.8,995.538635
2019111002,1.1,1033.8285824999998
2019111003,1.5,1011.9486125000001
2019111004,1.2,1028.35859
2019111005,-0.9,1143.2284324999998
2019111006,-1.0,1148.698425
2019111007,-0.6,460.1784550000001
2019111008,-0.1,0.0
2019111009,1.8,0.0
2019111010,3.9,0.0
2019111011,5.7,0.0
2019111012,6.3,0.0
2019111013,6.9,0.0
2019111014,7.4,0.0
2019111015,6.7,0.0
2019111016,3.5,13.668762499999954
2019111017,2.9,935.3687175000001
2019111018,2.7,946.3087025
2019111019,2.8,940.83871
2019111020,2.6,951.7786949999999
2019111021,2.3,968.1886724999999
2019111022,2.4,962.7186800000002
2019111023,2.6,951.7786949999999
2019111100,3.0,929.898725
2019111101,3.5,902.5487625
2019111102,3.4,908.0187550000002
2019111103,3.2,918.95874
2019111104,3.1,924.4287324999999
2019111105,3.4,908.0187550000002
2019111106,3.3,913.4887475
2019111107,3.3,246.84874750000006
2019111108,3.6,0.0
2019111109,4.3,0.0
2019111110,5.3,0.0
2019111111,6.4,0.0
2019111112,6.5,0.0
2019111113,6.7,0.0
2019111114,6.2,0.0
2019111115,5.9,260.14894250000003
2019111116,5.6,721.0389200000001
2019111117,4.9,825.9688675
2019111118,4.6,842.378845
2019111119,4.8,831.43886
2019111120,5.2,809.55889
2019111121,5.2,809.55889
2019111122,5.1,815.0288825
2019111123,4.0,875.1988
2019111200,4.7,836.9088525000001
2019111201,4.7,836.9088525000001
2019111202,4.1,869.7288075
2019111203,4.0,875.1988
2019111204,4.8,831.43886
2019111205,4.9,825.9688675
2019111206,3.9,880.6687925000001
2019111207,5.1,726.1488825
2019111208,5.5,482.0289125
2019111209,6.6,0.0
2019111210,6.7,0.0
2019111211,6.7,0.0
2019111212,6.9,227.68901749999995
2019111213,7.5,0.0
2019111214,4.8,0.0
2019111215,5.2,209.55889000000002
2019111216,4.4,786.67883
2019111217,2.3,968.1886724999999
2019111218,2.0,984.59865
2019111219,2.5,957.2486875
2019111220,2.5,957.2486875
2019111221,2.5,957.2486875
2019111222,1.5,1011.9486125000001
2019111223,1.8,995.538635
2019111300,1.8,995.538635
2019111301,2.2,973.658665
2019111302,1.7,1001.0086275
2019111303,1.9,990.0686425000001
2019111304,2.3,968.1886724999999
2019111305,2.5,957.2486875
2019111306,2.9,935.3687175000001
2019111307,3.8,841.6587850000001
2019111308,4.5,670.0888375000001
2019111309,5.1,237.26888250000007
2019111310,6.1,93.68895750000001
2019111311,7.0,0.0
2019111312,7.3,0.0
2019111313,7.0,0.0
2019111314,7.4,66.97905499999993
2019111315,7.2,433.51904
2019111316,7.1,661.1490325
2019111317,6.4,743.91898
2019111318,5.5,793.1489124999999
2019111319,6.0,765.79895
2019111320,4.8,831.43886
2019111321,5.4,798.618905
2019111322,5.6,787.6789200000001
2019111323,5.4,798.618905
2019111400,5.9,771.2689425
2019111401,5.5,793.1489124999999
2019111402,5.7,782.2089275
2019111403,5.6,787.6789200000001
2019111404,5.2,809.55889
2019111405,4.8,831.43886
2019111406,5.3,804.0888974999999
2019111407,5.2,742.91889
2019111408,5.9,460.14894250000003
2019111409,6.1,160.32895750000003
2019111410,6.6,21.858994999999997
2019111411,7.0,111.09902500000003
2019111412,7.8,0.0
2019111413,8.6,0.0
2019111414,8.7,0.0
2019111415,8.4,212.27913
2019111416,7.9,617.3890925000001
2019111417,6.6,732.9789949999999
2019111418,6.1,760.3289575
2019111419,5.3,804.0888974999999
2019111420,4.1,869.7288075
2019111421,2.1,979.1286574999998
2019111422,1.3,1022.8885975000001
2019111423,0.6,1061.178545
2019111500,2.5,957.2486875
2019111501,1.6,1006.4786199999999
2019111502,1.4,1017.4186050000001
2019111503,2.1,979.1286574999998
2019111504,2.9,935.3687175000001
2019111505,3.5,902.5487625
2019111506,2.2,973.658665
2019111507,2.0,940.11865
2019111508,2.1,623.6086574999998
2019111509,3.1,191.06873249999992
2019111510,4.2,0.0
2019111511,5.0,0.0
2019111512,5.8,0.0
2019111513,6.7,260.86900249999997
2019111514,6.9,316.5690175
2019111515,7.0,244.45902500000003
2019111516,6.2,643.738965
2019111517,5.3,804.0888974999999
2019111518,4.9,825.9688675
2019111519,4.7,836.9088525000001
2019111520,4.6,842.378845
2019111521,4.5,847.8488375000001
2019111522,4.5,847.8488375000001
2019111523,4.4,853.3188299999999
2019111600,3.6,897.0787699999998
2019111601,3.4,908.0187550000002
2019111602,3.0,929.898725
2019111603,2.2,973.658665
2019111604,1.4,1017.4186050000001
2019111605,2.0,984.59865
2019111606,-0.1,1099.4684925000001
2019111607,1.6,961.9986199999998
2019111608,1.9,678.9486425000001
2019111609,4.6,64.61884499999998
2019111610,5.8,0.0
2019111611,5.2,0.0
2019111612,6.2,0.0
2019111613,7.5,0.0
2019111614,7.9,0.0
2019111615,7.6,122.75907000000007
2019111616,5.8,710.0989350000001
2019111617,5.4,798.618905
2019111618,4.4,853.3188299999999
2019111619,5.1,815.0288825
2019111620,3.8,886.138785
2019111621,3.5,902.5487625
2019111622,3.1,924.4287324999999
2019111623,2.8,940.83871
2019111700,2.6,951.7786949999999
2019111701,2.4,962.7186800000002
2019111702,1.9,990.0686425000001
2019111703,1.4,1017.4186050000001
2019111704,0.2,1083.0585150000002
2019111705,-1.8,1192.458365
2019111706,0.2,1083.0585150000002
2019111707,-0.8,1115.51844
2019111708,0.2,816.4185150000002
2019111709,0.7,455.7085525
2019111710,1.5,0.0
2019111711,2.0,0.0
2019111712,2.9,179.84871750000013
2019111713,3.5,480.30876249999994
2019111714,4.0,586.3188
2019111715,4.1,691.9688075
2019111716,4.1,847.4888075
2019111717,4.2,864.2588149999999
2019111718,3.9,880.6687925000001
2019111719,3.7,891.6087775
2019111720,3.7,891.6087775
2019111721,3.7,891.6087775
2019111722,3.4,908.0187550000002
2019111723,3.3,913.4887475
2019111800,3.4,908.0187550000002
2019111801,3.4,908.0187550000002
2019111802,3.5,902.5487625
2019111803,3.5,902.5487625
2019111804,3.5,902.5487625
2019111805,3.7,891.6087775
2019111806,3.9,880.6687925000001
2019111807,4.1,847.4888075
2019111808,4.3,792.1488225
2019111809,4.4,675.55883
2019111810,4.6,620.138845
2019111811,4.7,636.9088525000001
2019111812,4.8,675.91886
2019111813,4.8,720.31886
2019111814,4.9,737.0888674999999
2019111815,4.7,792.4288525000001
2019111816,4.1,847.4888075
2019111817,3.7,891.6087775
2019111818,3.7,891.6087775
2019111819,3.9,880.6687925000001
2019111820,3.9,880.6687925000001
2019111821,4.7,836.9088525000001
2019111822,4.4,853.3188299999999
2019111823,5.2,809.55889
2019111900,6.3,749.3889725
2019111901,6.2,754.858965
2019111902,5.8,776.7389350000001
2019111903,5.5,793.1489124999999
2019111904,4.0,875.1988
2019111905,3.5,902.5487625
2019111906,3.6,897.0787699999998
2019111907,2.0,940.11865
2019111908,1.5,789.7086125000001
2019111909,3.6,408.1987699999999
2019111910,4.3,81.0288225
2019111911,4.1,514.2088075
2019111912,3.9,502.9087925000001
2019111913,4.3,569.9088225
2019111914,4.2,397.6188149999999
2019111915,4.2,575.3788149999999
2019111916,3.6,874.83877
2019111917,3.6,897.0787699999998
2019111918,3.3,913.4887475
2019111919,2.2,973.658665
2019111920,1.8,995.538635
2019111921,2.4,962.7186800000002
2019111922,1.7,1001.0086275
2019111923,0.0,1093.9985
2019112000,-0.7,1132.2884475
2019112001,-0.2,1104.938485
2019112002,1.1,1033.8285824999998
2019112003,1.3,1022.8885975000001
2019112004,1.6,1006.4786199999999
2019112005,1.8,995.538635
2019112006,0.3,1077.5885225
2019112007,0.5,1022.1685375000001
2019112008,1.3,756.2485975000001
2019112009,2.5,357.2486875
2019112010,3.2,52.31873999999999
2019112011,4.2,197.61881499999996
2019112012,5.7,0.0
2019112013,5.3,0.0
2019112014,5.6,0.0
2019112015,5.0,576.018875
2019112016,3.7,869.3687775
2019112017,3.6,897.0787699999998
2019112018,3.8,886.138785
2019112019,2.8,940.83871
2019112020,2.1,979.1286574999998
2019112021,1.3,1022.8885975000001
2019112022,1.1,1033.8285824999998
2019112023,0.9,1044.7685675
