DateTime;Energy_kW
2019010622;0
2019010623;0
2019010700;0
2019010701;0
2019010702;0
2019010703;0
2019010704;0
2019010705;0
2019010706;2528.0
2019010707;2528.0
2019010708;2528.0
2019010709;2528.0
2019010710;2528.0
2019010711;2528.0
2019010712;2528.0
2019010713;2528.0
2019010714;2528.0
2019010715;2528.0
2019010716;2528.0
2019010717;2528.0
2019010718;2528.0
2019010719;2528.0
2019010720;0
2019010721;0
2019010722;0
2019010723;0
2019010800;0
2019010801;0
2019010802;0
2019010803;0
2019010804;0
2019010805;0
2019010806;2528.0
2019010807;2528.0
2019010808;2528.0
2019010809;2528.0
2019010810;2528.0
2019010811;2528.0
2019010812;2528.0
2019010813;2528.0
2019010814;2528.0
2019010815;2528.0
2019010816;2528.0
2019010817;2528.0
2019010818;2528.0
2019010819;2528.0
2019010820;0
2019010821;0
2019010822;0
2019010823;0
2019010900;0
2019010901;0
2019010902;0
2019010903;0
2019010904;0
2019010905;0
2019010906;2528.0
2019010907;2528.0
2019010908;2528.0
2019010909;2528.0
2019010910;2528.0
2019010911;2528.0
2019010912;2528.0
2019010913;2528.0
2019010914;2528.0
2019010915;2528.0
2019010916;2528.0
2019010917;2528.0
2019010918;2528.0
2019010919;2528.0
2019010920;0
2019010921;0
2019010922;0
2019010923;0
2019011000;0
2019011001;0
2019011002;0
2019011003;0
2019011004;0
2019011005;0
2019011006;2528.0
2019011007;2528.0
2019011008;2528.0
2019011009;2528.0
2019011010;2528.0
2019011011;2528.0
2019011012;2528.0
2019011013;2528.0
2019011014;2528.0
2019011015;2528.0
2019011016;2528.0
2019011017;2528.0
2019011018;2528.0
2019011019;2528.0
2019011020;0
2019011021;0
2019011022;0
2019011023;0
2019011100;0
2019011101;0
2019011102;0
2019011103;0
2019011104;0
2019011105;0
2019011106;2528.0
2019011107;2528.0
2019011108;2528.0
2019011109;2528.0
2019011110;2528.0
2019011111;2528.0
2019011112;2528.0
2019011113;2528.0
2019011114;2528.0
2019011115;2528.0
2019011116;2528.0
2019011117;2528.0
2019011118;2528.0
2019011119;2528.0
2019011120;0
2019011121;0
2019011122;0
2019011123;0
2019011200;0
2019011201;0
2019011202;0
2019011203;0
2019011204;0
2019011205;0
2019011206;2528.0
2019011207;2528.0
2019011208;2528.0
2019011209;2528.0
2019011210;2528.0
2019011211;2528.0
2019011212;2528.0
2019011213;2528.0
2019011214;2528.0
2019011215;2528.0
2019011216;2528.0
2019011217;2528.0
2019011218;2528.0
2019011219;2528.0
2019011220;0
2019011221;0
2019011222;0
2019011223;0
2019011300;0
2019011301;0
2019011302;0
2019011303;0
2019011304;0
2019011305;0
2019011306;2528.0
2019011307;2528.0
2019011308;2528.0
2019011309;2528.0
2019011310;2528.0
2019011311;2528.0
2019011312;2528.0
2019011313;2528.0
2019011314;2528.0
2019011315;2528.0
2019011316;2528.0
2019011317;2528.0
2019011318;2528.0
2019011319;2528.0
2019011320;0
2019011321;0
2019011322;0
2019011323;0
2019011400;0
2019011401;0
2019011402;0
2019011403;0
2019011404;0
2019011405;0
2019011406;2528.0
2019011407;2528.0
2019011408;2528.0
2019011409;2528.0
2019011410;2528.0
2019011411;2528.0
2019011412;2528.0
2019011413;2528.0
2019011414;2528.0
2019011415;2528.0
2019011416;2528.0
2019011417;2528.0
2019011418;2528.0
2019011419;2528.0
2019011420;0
2019011421;0
2019011422;0
2019011423;0
2019011500;0
2019011501;0
2019011502;0
2019011503;0
2019011504;0
2019011505;0
2019011506;2528.0
2019011507;2528.0
2019011508;2528.0
2019011509;2528.0
2019011510;2528.0
2019011511;2528.0
2019011512;2528.0
2019011513;2528.0
2019011514;2528.0
2019011515;2528.0
2019011516;2528.0
2019011517;2528.0
2019011518;2528.0
2019011519;2528.0
2019011520;0
2019011521;0
2019011522;0
2019011523;0
2019011600;0
2019011601;0
2019011602;0
2019011603;0
2019011604;0
2019011605;0
2019011606;2528.0
2019011607;2528.0
2019011608;2528.0
2019011609;2528.0
2019011610;2528.0
2019011611;2528.0
2019011612;2528.0
2019011613;2528.0
2019011614;2528.0
2019011615;2528.0
2019011616;2528.0
2019011617;2528.0
2019011618;2528.0
2019011619;2528.0
2019011620;0
2019011621;0
2019011622;0
2019011623;0
2019011700;0
2019011701;0
2019011702;0
2019011703;0
2019011704;0
2019011705;0
2019011706;2528.0
2019011707;2528.0
2019011708;2528.0
2019011709;2528.0
2019011710;2528.0
2019011711;2528.0
2019011712;2528.0
2019011713;2528.0
2019011714;2528.0
2019011715;2528.0
2019011716;2528.0
2019011717;2528.0
2019011718;2528.0
2019011719;2528.0
2019011720;0
2019011721;0
2019011722;0
2019011723;0
2019011800;0
2019011801;0
2019011802;0
2019011803;0
2019011804;0
2019011805;0
2019011806;2528.0
2019011807;2528.0
2019011808;2528.0
2019011809;2528.0
2019011810;2528.0
2019011811;2528.0
2019011812;2528.0
2019011813;2528.0
2019011814;2528.0
2019011815;2528.0
2019011816;2528.0
2019011817;2528.0
2019011818;2528.0
2019011819;2528.0
2019011820;0
2019011821;0
2019011822;0
2019011823;0
2019011900;0
2019011901;0
2019011902;0
2019011903;0
2019011904;0
2019011905;0
2019011906;2528.0
2019011907;2528.0
2019011908;2528.0
2019011909;2528.0
2019011910;2528.0
2019011911;2528.0
2019011912;2528.0
2019011913;2528.0
2019011914;2528.0
2019011915;2528.0
2019011916;2528.0
2019011917;2528.0
2019011918;2528.0
2019011919;2528.0
2019011920;0
2019011921;0
2019011922;0
2019011923;0
2019012000;0
2019012001;0
2019012002;0
2019012003;0
2019012004;0
2019012005;0
2019012006;2528.0
2019012007;2528.0
2019012008;2528.0
2019012009;2528.0
2019012010;2528.0
2019012011;2528.0
2019012012;2528.0
2019012013;2528.0
2019012014;2528.0
2019012015;2528.0
2019012016;2528.0
2019012017;2528.0
2019012018;2528.0
2019012019;2528.0
2019012020;0
2019012021;0
2019012022;0
2019012023;0
2019012100;0
2019012101;0
2019012102;0
2019012103;0
2019012104;0
2019012105;0
2019012106;2528.0
2019012107;2528.0
2019012108;2528.0
2019012109;2528.0
2019012110;2528.0
2019012111;2528.0
2019012112;2528.0
2019012113;2528.0
2019012114;2528.0
2019012115;2528.0
2019012116;2528.0
2019012117;2528.0
2019012118;2528.0
2019012119;2528.0
2019012120;0
2019012121;0
2019012122;0
2019012123;0
2019012200;0
2019012201;0
2019012202;0
2019012203;0
2019012204;0
2019012205;0
2019012206;2528.0
2019012207;2528.0
2019012208;2528.0
2019012209;2528.0
2019012210;2528.0
2019012211;2528.0
2019012212;2528.0
2019012213;2528.0
2019012214;2528.0
2019012215;2528.0
2019012216;2528.0
2019012217;2528.0
2019012218;2528.0
2019012219;2528.0
2019012220;0
2019012221;0
2019012222;0
2019012223;0
2019012300;0
2019012301;0
2019012302;0
2019012303;0
2019012304;0
2019012305;0
2019012306;2528.0
2019012307;2528.0
2019012308;2528.0
2019012309;2528.0
2019012310;2528.0
2019012311;2528.0
2019012312;2528.0
2019012313;2528.0
2019012314;2528.0
2019012315;2528.0
2019012316;2528.0
2019012317;2528.0
2019012318;2528.0
2019012319;2528.0
2019012320;0
2019012321;0
2019012322;0
2019012323;0
2019012400;0
2019012401;0
2019012402;0
2019012403;0
2019012404;0
2019012405;0
2019012406;2528.0
2019012407;2528.0
2019012408;2528.0
2019012409;2528.0
2019012410;2528.0
2019012411;2528.0
2019012412;2528.0
2019012413;2528.0
2019012414;2528.0
2019012415;2528.0
2019012416;2528.0
2019012417;2528.0
2019012418;2528.0
2019012419;2528.0
2019012420;0
2019012421;0
2019012422;0
2019012423;0
2019012500;0
2019012501;0
2019012502;0
2019012503;0
2019012504;0
2019012505;0
2019012506;2528.0
2019012507;2528.0
2019012508;2528.0
2019012509;2528.0
2019012510;2528.0
2019012511;2528.0
2019012512;2528.0
2019012513;2528.0
2019012514;2528.0
2019012515;2528.0
2019012516;2528.0
2019012517;2528.0
2019012518;2528.0
2019012519;2528.0
2019012520;0
2019012521;0
2019012522;0
2019012523;0
2019012600;0
2019012601;0
2019012602;0
2019012603;0
2019012604;0
2019012605;0
2019012606;2528.0
2019012607;2528.0
2019012608;2528.0
2019012609;2528.0
2019012610;2528.0
2019012611;2528.0
2019012612;2528.0
2019012613;2528.0
2019012614;2528.0
2019012615;2528.0
2019012616;2528.0
2019012617;2528.0
2019012618;2528.0
2019012619;2528.0
2019012620;0
2019012621;0
2019012622;0
2019012623;0
2019012700;0
2019012701;0
2019012702;0
2019012703;0
2019012704;0
2019012705;0
2019012706;2528.0
2019012707;2528.0
2019012708;2528.0
2019012709;2528.0
2019012710;2528.0
2019012711;2528.0
2019012712;2528.0
2019012713;2528.0
2019012714;2528.0
2019012715;2528.0
2019012716;2528.0
2019012717;2528.0
2019012718;2528.0
2019012719;2528.0
2019012720;0
2019012721;0
2019012722;0
2019012723;0
2019012800;0
2019012801;0
2019012802;0
2019012803;0
2019012804;0
2019012805;0
2019012806;2528.0
2019012807;2528.0
2019012808;2528.0
2019012809;2528.0
2019012810;2528.0
2019012811;2528.0
2019012812;2528.0
2019012813;2528.0
2019012814;2528.0
2019012815;2528.0
2019012816;2528.0
2019012817;2528.0
2019012818;2528.0
2019012819;2528.0
2019012820;0
2019012821;0
2019012822;0
2019012823;0
2019012900;0
2019012901;0
2019012902;0
2019012903;0
2019012904;0
2019012905;0
2019012906;2528.0
2019012907;2528.0
2019012908;2528.0
2019012909;2528.0
2019012910;2528.0
2019012911;2528.0
2019012912;2528.0
2019012913;2528.0
2019012914;2528.0
2019012915;2528.0
2019012916;2528.0
2019012917;2528.0
2019012918;2528.0
2019012919;2528.0
2019012920;0
2019012921;0
2019012922;0
2019012923;0
2019013000;0
2019013001;0
2019013002;0
2019013003;0
2019013004;0
2019013005;0
2019013006;2528.0
2019013007;2528.0
2019013008;2528.0
2019013009;2528.0
2019013010;2528.0
2019013011;2528.0
2019013012;2528.0
2019013013;2528.0
2019013014;2528.0
2019013015;2528.0
2019013016;2528.0
2019013017;2528.0
2019013018;2528.0
2019013019;2528.0
2019013020;0
2019013021;0
2019013022;0
2019013023;0
2019013100;0
2019013101;0
2019013102;0
2019013103;0
2019013104;0
2019013105;0
2019013106;2528.0
2019013107;2528.0
2019013108;2528.0
2019013109;2528.0
2019013110;2528.0
2019013111;2528.0
2019013112;2528.0
2019013113;2528.0
2019013114;2528.0
2019013115;2528.0
2019013116;2528.0
2019013117;2528.0
2019013118;2528.0
2019013119;2528.0
2019013120;0
2019013121;0
2019013122;0
2019013123;0
2019020100;0
2019020101;0
2019020102;0
2019020103;0
2019020104;0
2019020105;0
2019020106;2528.0
2019020107;2528.0
2019020108;2528.0
2019020109;2528.0
2019020110;0
2019020111;0
2019020112;0
2019020113;0
2019020114;0
2019020115;0
2019020116;2528.0
2019020117;2528.0
2019020118;2528.0
2019020119;2528.0
2019020120;0
2019020121;0
2019020122;0
2019020123;0
2019020200;0
2019020201;0
2019020202;0
2019020203;0
2019020204;0
2019020205;0
2019020206;2528.0
2019020207;2528.0
2019020208;2528.0
2019020209;2528.0
2019020210;2528.0
2019020211;2528.0
2019020212;2528.0
2019020213;2528.0
2019020214;2528.0
2019020215;2528.0
2019020216;2528.0
2019020217;2528.0
2019020218;2528.0
2019020219;2528.0
2019020220;0
2019020221;0
2019020222;0
2019020223;0
2019020300;0
2019020301;0
2019020302;0
2019020303;0
2019020304;0
2019020305;0
2019020306;2528.0
2019020307;2528.0
2019020308;2528.0
2019020309;0
2019020310;0
2019020311;0
2019020312;0
2019020313;0
2019020314;2528.0
2019020315;2528.0
2019020316;2528.0
2019020317;2528.0
2019020318;2528.0
2019020319;2528.0
2019020320;0
2019020321;0
2019020322;0
2019020323;0
2019020400;0
2019020401;0
2019020402;0
2019020403;0
2019020404;0
2019020405;0
2019020406;2528.0
2019020407;2528.0
2019020408;2528.0
2019020409;0
2019020410;0
2019020411;0
2019020412;0
2019020413;0
2019020414;2528.0
2019020415;2528.0
2019020416;2528.0
2019020417;2528.0
2019020418;2528.0
2019020419;2528.0
2019020420;0
2019020421;0
2019020422;0
2019020423;0
2019020500;0
2019020501;0
2019020502;0
2019020503;0
2019020504;0
2019020505;0
2019020506;2528.0
2019020507;2528.0
2019020508;2528.0
2019020509;2528.0
2019020510;2528.0
2019020511;2528.0
2019020512;0
2019020513;2528.0
2019020514;2528.0
2019020515;2528.0
2019020516;2528.0
2019020517;2528.0
2019020518;2528.0
2019020519;2528.0
2019020520;0
2019020521;0
2019020522;0
2019020523;0
2019020600;0
2019020601;0
2019020602;0
2019020603;0
2019020604;0
2019020605;0
2019020606;2528.0
2019020607;2528.0
2019020608;2528.0
2019020609;2528.0
2019020610;0
2019020611;0
2019020612;0
2019020613;0
2019020614;0
2019020615;2528.0
2019020616;2528.0
2019020617;2528.0
2019020618;2528.0
2019020619;2528.0
2019020620;0
2019020621;0
2019020622;0
2019020623;0
2019020700;0
2019020701;0
2019020702;0
2019020703;0
2019020704;0
2019020705;0
2019020706;2528.0
2019020707;2528.0
2019020708;2528.0
2019020709;2528.0
2019020710;0
2019020711;0
2019020712;0
2019020713;0
2019020714;0
2019020715;2528.0
2019020716;2528.0
2019020717;2528.0
2019020718;2528.0
2019020719;2528.0
2019020720;0
2019020721;0
2019020722;0
2019020723;0
2019020800;0
2019020801;0
2019020802;0
2019020803;0
2019020804;0
2019020805;0
2019020806;2528.0
2019020807;2528.0
2019020808;2528.0
2019020809;0
2019020810;0
2019020811;0
2019020812;0
2019020813;0
2019020814;2528.0
2019020815;2528.0
2019020816;2528.0
2019020817;2528.0
2019020818;2528.0
2019020819;2528.0
2019020820;0
2019020821;0
2019020822;0
2019020823;0
2019020900;0
2019020901;0
2019020902;0
2019020903;0
2019020904;0
2019020905;0
2019020906;2528.0
2019020907;2528.0
2019020908;2528.0
2019020909;0
2019020910;0
2019020911;0
2019020912;0
2019020913;0
2019020914;0
2019020915;2528.0
2019020916;2528.0
2019020917;2528.0
2019020918;2528.0
2019020919;2528.0
2019020920;0
2019020921;0
2019020922;0
2019020923;0
2019021000;0
2019021001;0
2019021002;0
2019021003;0
2019021004;0
2019021005;0
2019021006;2528.0
2019021007;2528.0
2019021008;2528.0
2019021009;2528.0
2019021010;2528.0
2019021011;2528.0
2019021012;2528.0
2019021013;2528.0
2019021014;2528.0
2019021015;2528.0
2019021016;2528.0
2019021017;2528.0
2019021018;2528.0
2019021019;2528.0
2019021020;0
2019021021;0
2019021022;0
2019021023;0
2019021100;0
2019021101;0
2019021102;0
2019021103;0
2019021104;0
2019021105;0
2019021106;2528.0
2019021107;2528.0
2019021108;2528.0
2019021109;2528.0
2019021110;2528.0
2019021111;2528.0
2019021112;0
2019021113;0
2019021114;0
2019021115;0
2019021116;2528.0
2019021117;2528.0
2019021118;2528.0
2019021119;2528.0
2019021120;0
2019021121;0
2019021122;0
2019021123;0
2019021200;0
2019021201;0
2019021202;0
2019021203;0
2019021204;0
2019021205;0
2019021206;2528.0
2019021207;2528.0
2019021208;2528.0
2019021209;2528.0
2019021210;0
2019021211;0
2019021212;0
2019021213;0
2019021214;0
2019021215;0
2019021216;2528.0
2019021217;2528.0
2019021218;2528.0
2019021219;2528.0
2019021220;0
2019021221;0
2019021222;0
2019021223;0
2019021300;0
2019021301;0
2019021302;0
2019021303;0
2019021304;0
2019021305;0
2019021306;2528.0
2019021307;2528.0
2019021308;2528.0
2019021309;0
2019021310;0
2019021311;0
2019021312;0
2019021313;0
2019021314;0
2019021315;0
2019021316;2528.0
2019021317;2528.0
2019021318;2528.0
2019021319;2528.0
2019021320;0
2019021321;0
2019021322;0
2019021323;0
2019021400;0
2019021401;0
2019021402;0
2019021403;0
2019021404;0
2019021405;0
2019021406;2528.0
2019021407;2528.0
2019021408;0
2019021409;0
2019021410;0
2019021411;0
2019021412;0
2019021413;0
2019021414;0
2019021415;0
2019021416;2528.0
2019021417;2528.0
2019021418;2528.0
2019021419;2528.0
2019021420;0
2019021421;0
2019021422;0
2019021423;0
2019021500;0
2019021501;0
2019021502;0
2019021503;0
2019021504;0
2019021505;0
2019021506;2528.0
2019021507;2528.0
2019021508;0
2019021509;0
2019021510;0
2019021511;0
2019021512;0
2019021513;0
2019021514;0
2019021515;0
2019021516;2528.0
2019021517;2528.0
2019021518;2528.0
2019021519;2528.0
2019021520;0
2019021521;0
2019021522;0
2019021523;0
2019021600;0
2019021601;0
2019021602;0
2019021603;0
2019021604;0
2019021605;0
2019021606;2528.0
2019021607;2528.0
2019021608;0
2019021609;0
2019021610;0
2019021611;0
2019021612;0
2019021613;0
2019021614;0
2019021615;0
2019021616;2528.0
2019021617;2528.0
2019021618;2528.0
2019021619;2528.0
2019021620;0
2019021621;0
2019021622;0
2019021623;0
2019021700;0
2019021701;0
2019021702;0
2019021703;0
2019021704;0
2019021705;0
2019021706;2528.0
2019021707;2528.0
2019021708;0
2019021709;0
2019021710;0
2019021711;0
2019021712;0
2019021713;0
2019021714;0
2019021715;0
2019021716;2528.0
2019021717;2528.0
2019021718;2528.0
2019021719;2528.0
2019021720;0
2019021721;0
2019021722;0
2019021723;0
2019021800;0
2019021801;0
2019021802;0
2019021803;0
2019021804;0
2019021805;0
2019021806;2528.0
2019021807;2528.0
2019021808;0
2019021809;0
2019021810;0
2019021811;0
2019021812;0
2019021813;0
2019021814;0
2019021815;0
2019021816;2528.0
2019021817;2528.0
2019021818;2528.0
2019021819;2528.0
2019021820;0
2019021821;0
2019021822;0
2019021823;0
2019021900;0
2019021901;0
2019021902;0
2019021903;0
2019021904;0
2019021905;0
2019021906;2528.0
2019021907;2528.0
2019021908;2528.0
2019021909;0
2019021910;0
2019021911;0
2019021912;0
2019021913;0
2019021914;0
2019021915;2528.0
2019021916;2528.0
2019021917;2528.0
2019021918;2528.0
2019021919;2528.0
2019021920;0
2019021921;0
2019021922;0
2019021923;0
2019022000;0
2019022001;0
2019022002;0
2019022003;0
2019022004;0
2019022005;0
2019022006;2528.0
2019022007;2528.0
2019022008;0
2019022009;0
2019022010;0
2019022011;0
2019022012;0
2019022013;0
2019022014;0
2019022015;0
2019022016;2528.0
2019022017;2528.0
2019022018;2528.0
2019022019;2528.0
2019022020;0
2019022021;0
2019022022;0
2019022023;0
2019022100;0
2019022101;0
2019022102;0
2019022103;0
2019022104;0
2019022105;0
2019022106;2528.0
2019022107;2528.0
2019022108;0
2019022109;0
2019022110;0
2019022111;0
2019022112;0
2019022113;0
2019022114;0
2019022115;0
2019022116;2528.0
2019022117;2528.0
2019022118;2528.0
2019022119;2528.0
2019022120;0
2019022121;0
2019022122;0
2019022123;0
2019022200;0
2019022201;0
2019022202;0
2019022203;0
2019022204;0
2019022205;0
2019022206;2528.0
2019022207;2528.0
2019022208;2528.0
2019022209;0
2019022210;0
2019022211;0
2019022212;0
2019022213;0
2019022214;0
2019022215;2528.0
2019022216;2528.0
2019022217;2528.0
2019022218;2528.0
2019022219;2528.0
2019022220;0
2019022221;0
2019022222;0
2019022223;0
2019022300;0
2019022301;0
2019022302;0
2019022303;0
2019022304;0
2019022305;0
2019022306;2528.0
2019022307;2528.0
2019022308;0
2019022309;0
2019022310;0
2019022311;0
2019022312;0
2019022313;0
2019022314;0
2019022315;0
2019022316;2528.0
2019022317;2528.0
2019022318;2528.0
2019022319;2528.0
2019022320;0
2019022321;0
2019022322;0
2019022323;0
2019022400;0
2019022401;0
2019022402;0
2019022403;0
2019022404;0
2019022405;0
2019022406;2528.0
2019022407;2528.0
2019022408;0
2019022409;0
2019022410;0
2019022411;0
2019022412;0
2019022413;0
2019022414;0
2019022415;0
2019022416;2528.0
2019022417;2528.0
2019022418;2528.0
2019022419;2528.0
2019022420;0
2019022421;0
2019022422;0
2019022423;0
2019022500;0
2019022501;0
2019022502;0
2019022503;0
2019022504;0
2019022505;0
2019022506;2528.0
2019022507;2528.0
2019022508;0
2019022509;0
2019022510;0
2019022511;0
2019022512;0
2019022513;0
2019022514;0
2019022515;0
2019022516;0
2019022517;2528.0
2019022518;2528.0
2019022519;2528.0
2019022520;0
2019022521;0
2019022522;0
2019022523;0
2019022600;0
2019022601;0
2019022602;0
2019022603;0
2019022604;0
2019022605;0
2019022606;2528.0
2019022607;2528.0
2019022608;0
2019022609;0
2019022610;0
2019022611;0
2019022612;0
2019022613;0
2019022614;0
2019022615;0
2019022616;0
2019022617;2528.0
2019022618;2528.0
2019022619;2528.0
2019022620;0
2019022621;0
2019022622;0
2019022623;0
2019022700;0
2019022701;0
2019022702;0
2019022703;0
2019022704;0
2019022705;0
2019022706;2528.0
2019022707;2528.0
2019022708;0
2019022709;0
2019022710;0
2019022711;0
2019022712;0
2019022713;0
2019022714;0
2019022715;0
2019022716;0
2019022717;2528.0
2019022718;2528.0
2019022719;2528.0
2019022720;0
2019022721;0
2019022722;0
2019022723;0
2019022800;0
2019022801;0
2019022802;0
2019022803;0
2019022804;0
2019022805;0
2019022806;2528.0
2019022807;2528.0
2019022808;0
2019022809;0
2019022810;0
2019022811;0
2019022812;0
2019022813;0
2019022814;0
2019022815;2528.0
2019022816;2528.0
2019022817;2528.0
2019022818;2528.0
2019022819;2528.0
2019022820;0
2019022821;0
2019022822;0
2019022823;0
2019030100;0
2019030101;0
2019030102;0
2019030103;0
2019030104;0
2019030105;0
2019030106;2528.0
2019030107;2528.0
2019030108;2528.0
2019030109;2528.0
2019030110;2528.0
2019030111;2528.0
2019030112;2528.0
2019030113;2528.0
2019030114;2528.0
2019030115;2528.0
2019030116;2528.0
2019030117;2528.0
2019030118;2528.0
2019030119;2528.0
2019030120;0
2019030121;0
2019030122;0
2019030123;0
2019030200;0
2019030201;0
2019030202;0
2019030203;0
2019030204;0
2019030205;0
2019030206;2528.0
2019030207;2528.0
2019030208;2528.0
2019030209;2528.0
2019030210;2528.0
2019030211;0
2019030212;0
2019030213;0
2019030214;0
2019030215;2528.0
2019030216;2528.0
2019030217;2528.0
2019030218;2528.0
2019030219;2528.0
2019030220;0
2019030221;0
2019030222;0
2019030223;0
2019030300;0
2019030301;0
2019030302;0
2019030303;0
2019030304;0
2019030305;0
2019030306;2528.0
2019030307;2528.0
2019030308;2528.0
2019030309;2528.0
2019030310;2528.0
2019030311;2528.0
2019030312;2528.0
2019030313;2528.0
2019030314;2528.0
2019030315;2528.0
2019030316;2528.0
2019030317;2528.0
2019030318;2528.0
2019030319;2528.0
2019030320;0
2019030321;0
2019030322;0
2019030323;0
2019030400;0
2019030401;0
2019030402;0
2019030403;0
2019030404;0
2019030405;0
2019030406;2528.0
2019030407;2528.0
2019030408;2528.0
2019030409;0
2019030410;2528.0
2019030411;2528.0
2019030412;0
2019030413;0
2019030414;0
2019030415;0
2019030416;2528.0
2019030417;2528.0
2019030418;2528.0
2019030419;2528.0
2019030420;0
2019030421;0
2019030422;0
2019030423;0
2019030500;0
2019030501;0
2019030502;0
2019030503;0
2019030504;0
2019030505;0
2019030506;2528.0
2019030507;2528.0
2019030508;2528.0
2019030509;2528.0
2019030510;0
2019030511;0
2019030512;0
2019030513;0
2019030514;0
2019030515;0
2019030516;0
2019030517;2528.0
2019030518;2528.0
2019030519;2528.0
2019030520;0
2019030521;0
2019030522;0
2019030523;0
2019030600;0
2019030601;0
2019030602;0
2019030603;0
2019030604;0
2019030605;0
2019030606;2528.0
2019030607;2528.0
2019030608;0
2019030609;0
2019030610;0
2019030611;0
2019030612;0
2019030613;0
2019030614;0
2019030615;2528.0
2019030616;2528.0
2019030617;2528.0
2019030618;2528.0
2019030619;2528.0
2019030620;0
2019030621;0
2019030622;0
2019030623;0
2019030700;0
2019030701;0
2019030702;0
2019030703;0
2019030704;0
2019030705;0
2019030706;2528.0
2019030707;2528.0
2019030708;2528.0
2019030709;0
2019030710;0
2019030711;0
2019030712;0
2019030713;0
2019030714;0
2019030715;0
2019030716;2528.0
2019030717;2528.0
2019030718;2528.0
2019030719;2528.0
2019030720;0
2019030721;0
2019030722;0
2019030723;0
2019030800;0
2019030801;0
2019030802;0
2019030803;0
2019030804;0
2019030805;0
2019030806;2528.0
2019030807;2528.0
2019030808;0
2019030809;0
2019030810;0
2019030811;0
2019030812;0
2019030813;0
2019030814;0
2019030815;0
2019030816;2528.0
2019030817;2528.0
2019030818;2528.0
2019030819;2528.0
2019030820;0
2019030821;0
2019030822;0
2019030823;0
2019030900;0
2019030901;0
2019030902;0
2019030903;0
2019030904;0
2019030905;0
2019030906;2528.0
2019030907;2528.0
2019030908;2528.0
2019030909;0
2019030910;0
2019030911;0
2019030912;0
2019030913;0
2019030914;2528.0
2019030915;2528.0
2019030916;2528.0
2019030917;2528.0
2019030918;2528.0
2019030919;2528.0
2019030920;0
2019030921;0
2019030922;0
2019030923;0
2019031000;0
2019031001;0
2019031002;0
2019031003;0
2019031004;0
2019031005;0
2019031006;2528.0
2019031007;2528.0
2019031008;2528.0
2019031009;0
2019031010;0
2019031011;0
2019031012;0
2019031013;0
2019031014;0
2019031015;2528.0
2019031016;2528.0
2019031017;2528.0
2019031018;2528.0
2019031019;2528.0
2019031020;0
2019031021;0
2019031022;0
2019031023;0
2019031100;0
2019031101;0
2019031102;0
2019031103;0
2019031104;0
2019031105;0
2019031106;2528.0
2019031107;2528.0
2019031108;2528.0
2019031109;2528.0
2019031110;0
2019031111;0
2019031112;0
2019031113;0
2019031114;0
2019031115;0
2019031116;2528.0
2019031117;2528.0
